HSNS1	HSNS2	HSNS3	HSNS4	HSNS5	HSNS6	HSNS7	HSNS8	HSNS9	HSNS10	DDP1	DDP2	DDP3	DDP4	DDN1	DDN2	DDN3	DDN4	DDM1	DDM2	DDM3	DDM4	age	gender	accuracy	country
4	1	1	3	4	4	1	4	5	2	3	4	4	4	5	1	5	4	4	5	5	4	18	1	75	US
2	1	3	1	3	4	2	2	4	1	3	1	2	2	1	2	2	3	5	5	5	2	17	1	95	US
5	4	3	2	3	5	4	5	4	4	2	4	3	4	5	5	4	1	2	2	4	1	17	1	95	US
3	4	4	4	2	4	3	2	2	3	3	1	3	4	4	4	2	1	3	2	2	2	21	1	75	GB
4	3	4	2	3	3	4	2	4	1	1	2	4	2	3	2	2	1	2	2	2	2	35	2	90	US
3	1	0	2	1	2	4	1	2	1	1	1	1	1	4	5	5	2	1	3	1	1	15	1	94	US
2	1	1	5	5	5	5	5	5	4	1	1	4	1	5	5	5	2	2	2	5	1	43	1	95	US
4	4	3	1	3	2	5	1	1	1	5	1	4	3	3	4	0	4	2	4	4	2	30	2	80	US
5	2	4	4	5	5	4	4	4	5	5	5	5	4	5	5	5	5	5	4	5	5	19	1	100	AU
5	2	4	5	2	5	4	4	4	3	2	4	3	5	5	5	5	4	3	4	4	3	20	1	90	US
4	2	3	2	2	4	2	1	4	1	1	1	1	3	3	2	2	2	2	4	4	1	22	0	85	US
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	0	5	12	1	100	US
4	2	4	4	2	4	4	4	4	2	2	2	2	4	4	4	4	4	4	4	4	4	23	1	85	US
4	4	5	4	4	4	4	3	5	1	3	2	4	5	5	5	3	3	5	5	3	3	19	2	80	BR
4	4	5	4	4	4	4	3	5	2	2	2	2	2	4	2	4	2	2	3	2	2	21	1	80	DK
4	4	2	4	2	4	4	1	2	1	1	1	1	1	5	4	4	2	2	4	4	1	21	1	90	US
4	1	2	4	4	5	3	3	5	4	4	2	4	5	4	4	3	4	5	5	5	4	23	2	95	CA
4	4	4	4	4	4	4	4	4	2	4	3	4	4	4	4	4	4	4	4	4	4	36	1	90	US
4	2	3	4	2	4	3	4	4	2	3	2	4	4	4	4	3	0	2	2	3	2	19	2	75	SG
4	4	5	2	1	5	5	2	4	4	1	1	2	2	5	1	2	2	1	2	2	2	23	1	80	BR
4	3	2	0	5	3	3	3	4	3	4	2	4	3	5	4	4	2	4	3	4	2	23	1	90	BR
2	2	4	4	3	5	3	3	5	3	4	4	4	4	2	2	2	1	4	5	3	4	20	2	90	CA
4	4	4	3	4	5	4	2	3	2	1	2	3	5	2	1	1	3	3	4	2	2	24	2	75	US
3	5	4	0	3	4	5	3	5	2	3	2	1	2	3	2	2	1	2	2	1	2	22	2	75	CA
5	3	4	2	4	4	5	5	5	2	4	2	4	4	5	4	5	2	4	4	4	3	19	1	70	AU
5	4	2	4	5	5	5	4	5	1	5	3	5	5	5	5	4	5	4	5	5	4	29	1	100	US
2	2	2	2	3	5	2	5	3	5	5	5	3	5	3	2	3	3	4	4	5	4	29	1	99	US
2	1	4	4	5	5	1	4	5	5	5	5	5	4	5	4	4	5	5	5	5	4	0	1	97	US
5	1	3	5	5	5	2	5	4	4	5	5	5	5	5	2	3	3	4	4	4	4	15	2	98	US
2	2	3	5	3	5	4	1	4	1	2	2	3	2	4	4	0	2	4	4	1	1	20	1	95	US
5	4	2	4	4	4	4	3	5	2	4	3	4	4	5	4	4	2	3	4	5	3	19	2	95	US
3	2	1	2	2	4	4	2	4	2	4	3	2	3	4	2	4	2	4	2	2	3	24	2	95	CA
4	1	5	2	2	4	1	2	2	2	2	4	3	5	2	1	4	2	3	4	3	2	19	1	87	GB
4	2	2	3	4	3	4	4	2	2	2	1	2	2	5	5	4	3	1	4	4	2	44	1	85	US
4	5	3	2	2	3	4	4	4	1	1	2	3	4	4	3	3	2	2	4	2	1	17	2	85	CA
5	3	2	1	3	5	4	3	4	2	2	3	4	3	5	4	4	2	4	2	5	1	45	2	90	US
5	2	4	3	5	4	2	5	2	5	5	5	5	5	3	1	2	5	4	5	3	4	21	1	80	US
2	4	2	4	2	4	3	2	4	2	2	2	2	4	4	4	4	2	3	4	3	2	13	1	90	US
4	4	5	4	5	5	4	4	4	4	4	5	5	5	4	4	4	5	5	5	4	5	18	1	70	NZ
2	2	2	2	2	3	4	2	2	2	1	1	1	4	3	3	2	1	2	2	2	2	33	2	95	NZ
3	4	4	2	4	2	4	4	2	2	2	2	2	4	1	1	1	2	4	4	5	1	35	2	85	US
5	3	5	2	3	5	3	2	4	5	4	3	4	4	4	4	4	3	4	4	4	2	18	1	88	CA
4	4	4	2	2	4	2	2	2	4	1	1	1	5	4	2	1	2	2	4	4	2	37	2	100	AU
5	2	1	5	5	5	1	3	5	3	5	5	5	5	5	5	5	5	4	5	5	4	25	1	100	CA
5	5	1	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	68	1	10	GB
5	5	5	3	3	0	5	5	4	1	2	3	4	5	5	5	3	4	3	4	4	1	21	2	75	US
5	3	3	4	2	5	4	4	4	2	2	1	2	5	5	4	4	2	4	4	3	2	32	1	90	US
4	3	3	4	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	4	4	19	1	90	US
5	1	3	2	5	5	1	5	3	3	3	5	1	5	5	3	3	3	4	5	3	3	27	1	96	US
3	1	1	2	3	4	1	2	2	3	5	5	5	5	1	1	2	2	4	4	4	3	17	1	100	GB
5	1	3	3	3	3	2	3	4	4	2	3	0	4	3	3	3	2	3	4	1	3	17	1	75	GB
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	18	1	10000	GB
1	1	4	2	1	4	4	2	2	1	1	4	2	4	4	2	2	1	2	4	4	1	39	2	99	US
2	3	2	2	3	2	4	2	4	1	2	1	2	2	4	3	3	2	2	3	2	2	20	1	70	AU
4	4	2	2	2	3	3	2	4	1	2	2	1	1	3	2	2	2	2	2	2	1	40	1	95	AU
4	3	2	3	5	4	4	3	4	2	2	1	2	4	3	2	2	3	3	4	2	2	16	2	75	SG
4	1	3	5	5	5	2	4	5	1	5	5	4	5	5	4	5	3	5	5	5	5	18	1	100	US
5	3	4	2	4	2	4	4	5	4	3	3	2	3	3	3	1	1	2	3	2	1	0	2	20	FI
5	4	4	4	4	5	5	5	5	4	4	3	4	5	5	5	4	4	4	5	4	4	0	0	85	GB
4	5	4	4	4	3	4	4	4	1	2	2	3	4	4	4	4	3	2	4	2	2	16	2	70	SG
4	5	5	2	2	4	4	4	5	4	2	4	3	5	5	1	3	4	4	4	2	3	32	1	100	AU
4	2	5	3	3	5	5	2	5	2	4	4	4	4	5	3	4	4	2	4	5	3	32	1	90	GB
4	5	3	3	4	3	4	4	4	3	2	2	2	2	4	3	4	4	4	4	3	2	31	2	100	SG
3	4	3	2	2	2	4	2	4	1	1	2	3	2	4	4	4	1	2	5	4	2	24	1	99	SG
4	4	4	3	4	4	4	2	4	2	3	3	4	4	3	3	2	2	3	4	2	3	14	2	85	SG
5	5	3	5	3	4	5	4	5	3	3	1	4	5	4	4	4	5	4	3	3	3	22	2	95	IN
2	3	4	5	4	4	4	3	4	4	3	2	4	1	5	1	4	1	2	2	2	1	36	1	85	US
2	3	4	2	2	3	2	2	4	2	2	1	2	2	2	3	2	2	1	1	2	2	63	1	85	GB
1	1	1	1	2	1	2	1	2	1	1	1	1	1	2	2	2	1	1	4	3	1	14	2	75	SG
4	5	3	3	4	4	4	4	4	4	2	1	2	2	4	4	2	2	2	4	2	2	19	2	90	US
4	3	4	2	3	4	5	4	5	4	4	4	4	4	5	3	2	4	4	5	4	4	22	1	85	CA
4	2	2	4	4	3	2	3	3	3	2	3	2	4	4	2	2	2	1	2	2	2	37	1	85	CA
5	2	2	4	5	4	4	5	5	4	5	4	5	4	5	4	5	4	5	4	5	2	24	1	95	GB
5	2	2	4	4	3	3	4	4	4	3	4	3	4	4	4	4	2	2	2	4	2	33	1	95	US
5	4	5	5	4	5	3	4	4	3	4	4	3	4	5	5	5	4	5	5	5	4	0	0	95	GB
3	4	2	2	4	4	4	4	4	2	4	3	2	5	2	2	3	2	3	4	4	2	23	1	80	US
3	1	1	4	5	5	1	5	5	1	5	5	5	5	5	4	4	1	4	5	4	2	16	2	100	US
5	1	3	2	1	5	3	3	1	1	3	3	1	2	5	5	3	1	1	1	2	2	20	1	95	MY
4	4	2	2	2	4	4	2	2	2	2	2	2	4	4	4	4	2	3	4	4	2	33	1	80	US
2	5	4	2	3	4	4	4	2	2	1	1	2	4	4	4	4	1	1	1	2	1	57	1	95	US
5	2	2	3	4	4	3	5	2	2	4	4	4	5	4	3	4	3	5	4	4	5	30	1	95	US
3	2	5	5	4	4	2	0	5	5	4	4	3	5	4	4	4	3	4	4	1	5	33	1	99	MY
3	2	3	2	4	3	3	2	3	4	1	2	1	3	4	2	1	2	2	4	2	1	44	1	90	JP
4	3	4	4	3	4	4	4	4	2	2	2	2	3	4	3	2	2	4	5	4	2	22	2	93	US
4	5	4	4	3	2	5	4	4	4	5	4	5	4	5	2	4	5	3	4	5	3	59	1	90	US
4	1	5	4	4	5	3	4	4	2	5	4	3	4	2	1	3	4	5	4	4	4	21	1	90	DE
5	5	5	3	3	5	5	2	4	2	1	3	3	1	4	4	1	1	3	4	4	1	22	2	70	DE
3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	21	1	100	DE
3	1	2	4	4	5	4	1	4	4	4	2	4	5	4	3	4	2	1	4	4	1	32	2	60	BA
3	4	3	2	2	4	3	2	3	2	1	2	2	3	4	2	2	2	1	3	2	1	31	2	75	US
5	5	4	3	4	4	5	4	5	2	3	1	1	3	4	4	4	2	3	3	4	3	25	1	90	TR
5	1	2	1	4	5	4	5	5	1	1	2	5	5	5	4	5	4	5	5	5	3	32	1	80	US
4	3	2	5	2	2	4	2	4	2	1	2	1	1	4	1	1	2	3	4	4	2	19	2	85	US
3	2	3	3	3	4	3	2	3	2	2	1	2	3	4	3	4	2	3	2	3	2	19	1	92	US
2	4	4	2	2	3	2	1	1	1	1	1	1	4	1	2	2	2	1	2	2	1	48	1	75	GB
3	3	5	1	4	2	4	2	4	3	2	2	2	3	4	4	4	2	3	2	2	2	17	1	85	US
5	4	5	2	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	2	5	4	34	0	90	US
4	2	4	2	4	4	4	3	3	2	4	2	3	3	4	2	3	2	3	2	2	3	23	2	95	US
5	5	5	2	4	4	4	2	4	3	1	1	2	2	5	5	2	3	2	4	4	1	33	2	90	US
5	2	4	0	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	5	4	17	1	99	US
4	5	5	4	1	4	4	4	4	1	1	1	1	4	4	2	4	4	3	4	4	1	23	2	95	US
4	3	1	4	3	4	4	1	1	1	4	4	1	3	4	3	3	3	2	5	4	3	18	1	80	US
2	4	4	3	2	2	4	2	4	2	1	2	2	4	2	2	2	2	2	3	4	2	45	1	80	GB
5	2	5	2	4	5	5	4	2	2	3	1	1	2	5	4	2	2	4	5	4	2	23	1	100	US
5	2	3	3	3	5	2	5	3	3	5	4	4	4	4	4	4	3	4	5	2	3	13	2	95	US
4	2	3	3	4	4	2	4	4	4	4	3	4	2	3	3	3	3	5	4	4	4	0	0	90	CA
2	4	4	4	2	2	4	1	4	1	3	1	3	2	4	4	4	2	2	1	4	2	16	2	95	US
4	5	5	2	2	2	5	4	4	4	1	1	4	4	4	3	2	3	3	4	4	3	17	2	85	US
3	4	4	3	3	4	3	3	4	5	2	2	3	2	2	3	2	3	1	2	1	2	21	2	90	MY
3	3	3	3	3	3	3	3	4	4	3	4	4	4	4	3	3	3	3	4	4	3	43	1	85	US
3	0	0	0	2	4	2	0	0	0	2	1	3	0	4	2	4	0	2	4	3	0	24	1	80	US
4	2	2	3	4	4	2	4	4	4	2	2	2	4	5	4	4	3	4	4	4	3	24	1	90	US
4	2	2	4	4	4	4	4	4	2	2	2	2	4	5	2	4	2	2	4	3	1	42	1	85	US
4	1	1	5	5	3	1	5	1	2	4	1	1	3	3	4	4	1	3	1	1	1	22	1	100	US
5	4	5	5	5	4	4	5	5	5	4	5	3	1	5	4	5	3	2	4	4	3	23	1	90	IL
2	1	4	4	3	4	3	4	5	3	4	4	5	4	5	4	3	3	4	5	3	4	16	2	80	BR
2	2	4	3	3	5	2	2	4	2	4	4	3	5	4	2	2	2	3	4	2	3	15	1	89	US
2	1	1	2	3	4	2	4	4	1	4	4	5	4	3	2	5	3	4	2	5	3	23	1	80	US
5	1	4	2	4	5	1	5	2	2	4	4	5	4	5	1	1	1	3	4	3	3	23	1	75	US
5	3	3	4	5	5	5	5	5	3	5	4	5	5	4	4	5	3	4	3	4	5	23	1	89	US
4	1	2	4	4	5	5	4	4	5	5	5	5	4	4	4	4	4	5	5	4	4	20	0	90	IL
2	2	1	2	5	3	2	1	4	4	2	1	2	3	4	4	2	3	2	3	3	2	20	1	80	US
3	1	2	4	4	3	2	1	4	2	3	3	4	4	3	3	4	3	2	3	4	3	16	1	60	US
4	3	4	3	3	5	4	3	4	5	5	5	5	5	3	3	4	5	5	5	5	5	37	1	100	US
5	1	1	3	1	5	5	4	5	1	1	1	1	5	5	4	5	4	1	3	5	1	21	1	80	US
4	1	2	2	5	4	3	2	4	4	4	4	4	5	5	4	3	2	4	4	4	2	29	1	95	US
5	3	3	4	5	5	4	4	5	2	4	4	4	5	5	5	4	4	5	5	5	4	22	2	100	NZ
4	4	4	4	2	2	4	4	4	4	2	3	4	4	4	4	4	4	4	4	4	3	25	2	85	TT
4	3	4	3	2	4	4	2	4	2	1	2	2	3	4	4	4	4	2	4	4	3	22	1	75	US
4	4	4	4	3	5	4	4	5	2	4	4	4	5	5	5	4	4	4	5	5	4	28	1	95	US
5	1	4	4	5	5	1	5	1	4	4	5	5	1	5	5	3	4	2	4	5	3	20	1	90	NZ
5	1	1	2	4	5	4	4	1	1	5	4	4	4	5	5	5	1	4	4	5	4	23	1	80	US
4	4	3	2	3	5	4	2	4	2	2	1	3	5	4	4	5	3	1	2	2	2	16	1	90	US
4	4	3	2	2	4	4	2	3	4	1	1	2	4	4	3	3	2	1	2	2	2	41	1	85	US
5	2	2	4	4	5	4	2	5	1	2	1	1	5	4	5	5	2	1	5	1	1	16	1	95	US
5	3	3	3	4	5	3	5	5	4	3	3	4	4	5	4	5	3	3	2	4	2	31	1	85	US
4	3	3	4	4	3	3	4	4	3	2	2	4	3	4	4	5	4	4	4	4	4	23	1	80	AU
5	4	5	2	4	4	4	4	4	2	2	4	2	4	5	4	4	2	3	4	2	2	19	1	87	CA
5	2	2	2	4	4	3	5	5	2	4	5	4	4	5	3	4	3	3	4	4	4	25	2	95	US
4	2	1	2	4	4	4	2	3	2	2	2	4	5	4	3	3	2	2	4	2	2	16	1	90	US
3	2	4	2	2	3	3	2	4	2	2	2	3	4	4	3	3	2	2	4	4	2	22	1	95	US
5	4	4	4	4	5	4	4	4	4	4	4	3	4	4	3	4	3	4	4	3	4	16	1	85	US
5	4	4	2	4	4	4	4	4	4	3	3	3	3	4	4	4	3	4	5	4	4	23	1	85	CA
5	3	3	3	1	5	4	3	4	2	2	2	4	5	4	4	4	3	4	4	4	3	30	1	89	US
5	2	4	0	4	5	4	4	4	2	5	4	5	4	5	4	5	2	5	5	4	4	23	1	100	US
4	2	4	4	3	3	4	4	4	2	1	2	4	4	5	4	4	4	4	4	4	3	16	2	67	US
4	4	3	4	4	4	4	4	4	2	5	5	4	5	5	4	4	4	5	5	2	5	19	1	90	US
5	3	3	3	4	4	4	2	3	2	2	3	4	4	4	4	5	2	1	4	3	2	22	2	75	CA
5	5	4	2	5	5	5	5	4	3	5	5	5	5	5	5	5	3	3	3	4	3	27	1	80	US
1	1	2	2	5	5	1	1	2	2	5	2	4	2	2	1	4	1	4	5	3	3	24	1	100	US
5	4	5	2	2	5	5	2	4	3	1	1	3	4	5	1	3	2	1	2	4	1	29	1	95	US
5	3	5	3	4	5	4	4	5	1	5	5	1	3	5	3	2	2	4	5	2	4	24	1	80	US
5	5	5	5	5	5	4	5	5	5	5	5	5	5	4	5	4	5	5	5	5	5	33	2	100	US
1	2	2	1	3	5	2	1	3	2	3	1	2	3	4	3	3	1	1	4	2	1	26	1	80	US
4	2	2	4	4	5	2	5	4	4	2	5	4	4	4	4	4	4	4	4	4	4	22	1	99	US
4	5	4	3	4	4	4	4	5	4	2	3	4	5	5	3	4	3	3	3	4	3	20	1	70	CA
3	2	3	2	4	4	3	3	3	3	1	3	4	4	3	4	4	2	1	2	3	3	27	1	75	US
4	2	3	2	2	4	3	4	4	2	2	2	2	4	2	2	4	2	1	2	2	2	21	1	100	US
4	1	3	4	5	5	2	5	5	5	4	4	3	5	5	5	5	2	3	4	5	5	25	1	80	US
1	1	3	5	5	5	1	5	1	5	5	5	5	5	4	4	5	4	5	5	5	4	29	1	90	CA
3	4	5	1	2	4	3	3	5	1	3	1	4	5	3	2	3	1	2	3	3	3	19	2	80	US
4	3	3	2	1	4	4	3	4	1	1	1	4	5	4	3	4	3	4	4	4	3	28	1	100	US
4	2	3	2	0	4	1	4	3	2	4	4	4	5	3	3	4	4	4	4	3	3	34	1	80	FR
5	5	5	5	5	5	5	5	5	2	4	5	5	4	4	5	5	5	4	5	5	4	19	1	90	US
3	3	2	5	4	4	2	4	3	4	5	5	4	5	4	4	4	2	4	5	4	4	29	1	98	US
4	4	4	3	5	5	3	5	5	4	5	4	3	5	5	5	5	4	5	4	4	4	24	1	95	US
5	3	2	5	5	5	4	5	5	3	3	3	4	4	5	5	3	5	4	5	5	5	18	1	75	US
4	2	3	3	4	3	3	2	5	2	4	3	4	3	5	4	3	3	1	2	2	1	16	1	60	AU
4	1	5	3	5	4	2	2	4	4	4	3	5	5	2	4	4	1	4	5	4	4	20	1	85	CA
4	4	3	3	3	4	3	4	3	4	3	3	5	5	4	3	5	1	4	4	4	4	19	1	100	GB
4	2	2	2	4	4	3	2	4	2	2	2	2	4	4	4	4	2	3	4	4	3	19	1	90	GB
5	5	5	5	4	4	5	2	5	2	2	2	3	3	4	4	4	3	5	5	5	3	15	2	98	GB
4	2	4	3	3	5	4	3	3	2	2	2	3	5	4	4	5	2	5	3	5	3	34	1	95	AU
4	4	3	4	5	3	4	3	4	2	2	4	2	5	4	5	4	4	5	5	5	2	50	1	95	US
2	3	1	3	2	2	2	1	2	1	1	1	1	5	4	2	2	1	2	2	2	1	50	1	90	US
2	2	1	1	2	3	5	2	3	1	2	1	2	2	4	3	2	2	2	4	4	2	50	2	100	US
5	2	1	5	5	4	2	5	3	4	4	4	3	4	5	4	5	4	4	5	4	4	29	1	80	DK
4	2	3	2	4	4	3	4	2	4	2	1	4	4	2	1	3	2	2	3	4	2	26	1	90	US
4	3	2	2	4	4	4	4	4	4	4	2	4	4	4	4	4	3	3	4	4	2	27	1	65	US
5	5	5	4	5	4	3	5	5	3	5	5	4	5	5	5	1	3	5	5	5	4	24	1	60	NZ
5	5	4	2	4	4	5	4	4	4	4	2	2	5	4	4	2	4	4	4	5	2	36	2	100	US
4	2	3	4	4	5	2	5	4	5	5	4	5	5	4	4	4	4	5	4	4	4	17	2	85	OM
4	2	3	3	4	4	4	4	2	2	4	2	4	5	4	2	2	2	4	2	4	2	24	1	80	SG
5	4	4	4	3	4	4	4	4	3	4	3	3	5	4	4	3	4	4	4	4	3	20	1	40	GB
3	3	2	4	3	4	4	5	4	2	2	2	2	4	4	4	5	2	5	4	4	3	34	1	85	US
2	5	5	2	1	5	4	1	5	1	1	2	3	1	4	2	1	1	4	5	2	2	21	2	85	BE
5	3	2	2	3	4	3	5	3	1	1	2	2	4	2	3	1	4	4	4	3	3	20	1	95	GB
2	4	2	2	2	2	4	2	2	2	1	2	2	2	1	2	2	2	1	2	2	2	61	2	98	US
4	2	4	3	4	4	2	4	3	4	3	3	3	4	4	4	4	3	3	4	4	3	26	1	75	AU
1	4	4	1	1	2	3	1	1	1	1	2	1	2	1	1	1	1	1	1	3	1	19	2	96	US
5	4	4	4	5	4	4	5	4	2	5	4	4	4	4	4	5	2	4	4	4	3	17	1	94	EG
3	4	2	4	2	2	5	2	5	3	2	3	4	3	5	5	5	4	3	5	2	4	26	1	75	RU
3	4	2	2	3	5	4	4	5	1	2	2	4	5	5	4	4	5	4	2	5	4	17	1	50	IN
1	1	1	1	2	2	1	1	3	1	1	1	2	1	3	2	3	1	1	2	2	2	27	1	100	US
4	2	4	3	4	4	4	4	4	4	4	4	3	3	4	3	4	4	3	4	4	3	34	1	100	GB
4	5	4	4	4	4	4	4	5	2	1	1	3	5	4	4	4	2	4	4	2	2	18	2	70	BE
5	5	5	1	2	5	3	1	5	5	3	3	1	3	1	1	5	1	1	3	3	1	23	1	100	PH
4	2	4	2	3	4	0	4	4	2	1	2	2	4	4	0	2	1	1	3	4	2	35	1	75	US
3	5	5	4	4	4	5	4	5	3	4	2	4	5	2	2	4	2	4	2	4	2	18	1	90	BE
5	1	4	5	5	5	3	5	5	3	5	5	5	5	3	2	3	3	5	5	4	5	39	1	99	US
5	4	4	5	2	5	5	3	4	1	2	1	3	5	5	5	5	5	4	5	5	3	27	1	89	US
3	2	2	3	3	2	2	2	2	2	3	2	2	3	2	2	2	2	3	4	4	2	23	2	75	GB
4	4	4	3	3	5	4	3	3	2	2	1	4	3	4	3	3	4	4	3	4	2	15	2	90	US
3	2	3	3	2	4	2	3	4	3	4	4	4	4	3	3	3	4	4	4	4	4	32	1	85	CA
5	3	4	4	4	4	4	5	4	3	4	3	4	4	5	4	5	3	4	4	4	3	16	2	98	GB
5	5	5	2	4	5	5	4	5	1	3	2	4	5	5	2	4	4	2	4	1	1	25	1	80	BE
3	4	4	4	2	3	3	2	5	3	4	3	3	3	0	5	4	3	2	5	5	3	27	2	75	SA
4	1	2	2	4	4	2	4	2	3	3	5	3	3	2	2	2	2	3	4	3	3	22	1	95	US
5	4	5	4	4	4	4	2	4	1	2	4	2	1	4	5	2	2	2	4	2	2	31	1	80	MT
4	5	2	4	3	4	3	4	4	2	1	2	1	4	4	4	4	4	4	1	1	2	27	2	70	RU
4	4	4	5	3	5	4	2	5	2	2	4	2	4	5	5	5	4	5	4	5	4	0	0	85	US
3	4	4	2	1	4	4	2	4	1	1	1	2	2	4	4	3	1	3	4	3	2	20	1	65	US
5	2	4	4	5	5	5	5	5	3	4	4	4	4	4	5	5	2	4	4	5	4	19	1	7	US
1	2	4	1	3	4	4	2	4	1	1	2	2	1	2	4	1	1	1	4	2	1	26	2	98	CA
3	2	4	2	1	4	3	2	2	2	2	2	4	3	4	2	4	1	3	3	1	1	29	2	100	RO
2	3	4	3	4	1	4	3	4	4	4	3	4	5	2	4	2	4	5	5	5	4	32	1	90	DE
1	4	4	2	3	3	4	1	4	2	1	1	4	4	3	3	2	2	1	1	1	1	45	2	85	US
4	5	2	4	4	5	5	4	5	4	4	4	4	5	5	4	4	4	4	4	4	4	33	1	95	IE
4	3	4	3	4	4	4	3	4	4	4	3	4	4	4	4	3	4	3	4	4	5	50	1	100	US
2	1	1	1	3	5	2	3	1	2	3	3	3	3	3	2	2	1	4	4	5	3	23	1	90	GB
3	3	2	1	1	1	4	3	1	1	1	1	1	1	5	4	4	1	2	4	3	1	23	1	90	US
4	1	2	1	2	5	1	2	4	2	5	5	4	4	5	5	0	2	4	4	2	4	30	1	85	US
5	4	5	5	5	3	5	5	5	3	4	3	5	5	5	4	5	3	4	5	5	4	22	1	100	US
4	2	2	2	2	4	4	3	4	2	2	1	3	4	3	4	3	3	1	4	2	1	22	2	70	GR
5	1	2	2	4	5	5	4	1	1	4	4	3	5	5	5	5	5	4	4	5	4	23	1	80	US
5	1	5	5	5	5	4	1	5	4	1	1	1	5	5	5	5	5	1	1	1	1	20	1	80	US
4	2	3	0	4	4	3	5	4	4	4	4	5	5	5	3	4	3	3	3	4	2	22	1	80	US
4	2	2	2	2	4	2	3	3	3	2	3	2	4	5	4	4	2	2	5	4	2	20	1	80	SE
4	4	5	4	2	4	5	2	2	2	2	2	2	3	4	3	4	2	3	4	4	2	35	1	85	US
4	5	4	1	2	4	5	2	5	1	1	1	1	3	4	5	4	2	2	2	2	1	29	2	80	BE
4	3	3	3	2	3	2	2	5	1	1	1	1	4	3	3	3	4	1	4	4	2	0	0	179	AU
3	2	3	3	5	5	1	4	4	3	2	2	4	4	2	1	2	2	2	4	2	2	31	1	85	US
5	3	3	4	4	5	2	3	3	3	3	3	2	3	5	2	5	3	2	5	2	2	23	1	75	CA
2	1	1	5	5	5	1	4	1	5	4	4	4	5	1	2	3	4	0	5	5	4	48	1	95	US
4	4	4	2	4	0	4	4	4	2	2	2	2	4	2	2	2	2	2	2	4	2	52	2	99	GB
5	1	1	1	5	5	5	5	5	1	4	5	5	5	5	5	5	5	5	5	5	5	0	1	86	US
4	4	5	4	3	4	5	3	3	2	2	2	2	4	4	4	4	3	3	4	4	2	35	1	85	US
3	1	4	2	5	4	2	4	5	4	1	1	4	5	4	2	2	1	4	5	2	2	37	1	97	GB
5	2	5	4	5	5	5	5	5	5	5	5	5	0	5	5	5	4	4	4	5	3	34	1	100	US
5	2	5	4	2	4	4	4	4	5	1	1	5	4	5	4	5	4	2	2	2	2	19	1	95	PK
4	2	3	2	3	4	2	2	4	3	4	2	3	4	4	3	3	2	3	4	5	2	21	1	88	US
4	3	3	2	3	4	4	4	5	3	4	3	4	5	4	5	4	4	4	5	4	4	20	1	75	US
4	3	4	2	4	4	4	4	4	4	1	1	4	5	5	3	4	4	4	4	5	3	19	1	80	US
5	5	2	4	2	5	4	4	1	2	1	1	1	1	5	5	4	3	2	4	5	1	22	1	95	FR
2	3	4	2	2	3	1	2	2	2	1	1	2	1	2	3	3	1	1	3	2	1	17	1	90	US
4	1	2	3	3	5	1	3	3	2	1	2	2	5	5	4	4	2	3	4	3	3	20	1	90	US
4	4	5	1	5	5	4	3	5	5	3	4	1	3	4	4	4	5	5	5	4	4	14	2	80	AU
3	3	2	4	2	4	4	2	3	2	2	4	1	4	3	4	3	2	4	4	2	3	20	1	90	DE
3	2	2	1	5	4	3	2	4	2	4	4	4	5	3	2	2	4	5	5	4	2	22	2	75	SE
4	4	4	2	3	4	4	3	2	2	2	2	3	4	3	3	2	2	2	3	4	2	47	2	85	AU
4	5	4	1	1	3	5	2	4	1	2	1	1	3	2	5	1	3	2	3	3	1	37	2	90	IE
5	1	2	5	5	5	1	5	5	4	4	1	5	5	5	2	4	1	5	5	5	4	24	1	100	US
4	2	3	4	4	4	1	4	4	4	4	2	4	3	4	1	4	2	4	4	4	2	15	2	85	US
5	4	2	4	4	4	3	4	4	2	5	4	4	5	5	4	5	4	4	2	4	3	21	1	80	NZ
3	3	3	2	2	2	3	2	2	2	2	2	2	2	4	4	2	2	2	2	2	2	16	1	90	US
4	3	4	5	5	4	5	5	5	3	3	4	4	4	5	4	5	4	5	5	4	4	16	2	90	AU
4	4	4	4	4	4	4	4	5	2	4	4	3	4	4	4	2	3	2	2	3	2	17	2	80	US
4	4	4	2	4	3	4	3	4	4	1	1	1	3	4	4	1	1	2	4	1	1	27	2	90	IE
4	2	2	4	4	5	4	4	4	4	5	5	4	4	5	5	5	5	4	5	2	5	17	1	99	US
4	3	4	2	4	3	2	2	3	3	4	2	1	3	1	2	2	2	1	2	1	2	25	2	70	PH
4	4	3	4	3	5	4	4	4	1	2	4	2	3	5	4	4	4	4	4	4	3	0	0	90	DE
5	4	5	5	5	5	4	5	5	5	5	5	5	5	5	4	5	4	5	5	4	5	35	1	100	US
5	5	5	3	1	4	4	5	5	1	1	1	1	1	5	5	4	2	2	4	4	1	16	2	83	US
5	5	2	1	2	5	5	4	1	2	5	5	3	5	5	4	3	3	5	5	5	5	44	1	95	AU
